hotel_id,hotel_name,hotel_grade,hotel_riviewCount,hotel_rating,cleanliness,service,comfort,condition,neighbourhood,hotel_locality,hotel_region
1123616960,스티치스 게스트하우스 (Stitches House - Hostel),2.0,15,9.2,9.0,9.0,8.8,9.0,10.0,서울특별시,서울특별시
1123616960,스티치스 게스트하우스 (Stitches House - Hostel),2.0,15,9.2,9.0,9.0,8.8,9.0,10.0,서울특별시,서울특별시
755501248,인천공항 레전드 호텔 (Incheon Airport Legend Hotel),2.5,49,8.0,8.4,8.0,8.0,8.4,7.8,인천광역시,인천광역시
755501248,인천공항 레전드 호텔 (Incheon Airport Legend Hotel),2.5,49,8.0,8.4,8.0,8.0,8.4,7.8,인천광역시,인천광역시
643926208,평창 글레이드700펜션 (Pyeongchang Glade 700 Pension),3.0,1,10.0,10.0,0.0,0.0,0.0,0.0,평창군,강원도
643926208,평창 글레이드700펜션 (Pyeongchang Glade 700 Pension),3.0,1,10.0,10.0,0.0,0.0,0.0,0.0,평창군,강원도
1459652800,달빛머무는펜션 (Moon Light House),3.0,1,2.0,2.0,2.0,2.0,2.0,0.0,강릉시,강원도
1459652800,달빛머무는펜션 (Moon Light House),3.0,1,2.0,2.0,2.0,2.0,2.0,0.0,강릉시,강원도
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
395461,스탠포드 호텔 서울 (Stanford Hotel Seoul),4.0,264,8.6,8.6,8.6,8.6,8.6,8.4,서울특별시,서울특별시
1168115904,에코 호텔 (Eco Hotel),2.5,114,8.6,8.6,8.6,8.6,8.6,7.0,목포시,전라남도
1168115904,에코 호텔 (Eco Hotel),2.5,114,8.6,8.6,8.6,8.6,8.6,7.0,목포시,전라남도
1168115904,에코 호텔 (Eco Hotel),2.5,114,8.6,8.6,8.6,8.6,8.6,7.0,목포시,전라남도
1168115904,에코 호텔 (Eco Hotel),2.5,114,8.6,8.6,8.6,8.6,8.6,7.0,목포시,전라남도
624840,다온하우스 (Daon House),2.5,8,8.2,8.8,8.2,8.0,8.0,0.0,대구광역시,대구광역시
624840,다온하우스 (Daon House),2.5,8,8.2,8.8,8.2,8.0,8.0,0.0,대구광역시,대구광역시
624843,제주헬스케어타운리조트 (Jeju Healthcare Town Resort),3.5,49,8.6,7.8,7.8,9.0,7.8,6.8,서귀포시,제주특별자치도
624843,제주헬스케어타운리조트 (Jeju Healthcare Town Resort),3.5,49,8.6,7.8,7.8,9.0,7.8,6.8,서귀포시,제주특별자치도
